time,"V(N004,N009)","V(N005,N008)",V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),I(C1),I(C2),I(C3),I(C4),I(R1),I(R2),I(R3),I(R4),I(R5),I(R6),I(R7),I(R8),I(V1),I(V2),I(V3)
0.0,0.07,0.07,0.0,-2.1000000000000002e-20,-2.1000000000000002e-20,-2.1012599999999998e-20,-2.1012599999999998e-20,-2.1012599999999998e-20,-2.1012599999999998e-20,-0.07,-0.07,4.199999999999999e-25,4.199999999999999e-25,2.0999999999999996e-38,2.0999999999999996e-38,-6.329538999999999e-36,-6.329538999999999e-36,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,0.0,-1.2611689999999998e-43,-4.199999999999999e-25
0.001,0.07,0.07,0.0,-7.917548000000001e-17,-7.917548000000001e-17,-8.438557000000002e-16,-8.438557000000002e-16,-9.565152e-12,-9.565152e-12,-0.07,-0.07,2.546562e-17,2.546562e-17,2.5487969999999998e-17,2.5487969999999998e-17,2.391077e-20,2.391077e-20,0.0,-2.5532329999999997e-32,2.5489339999999998e-17,2.5489339999999998e-17,1.58351e-21,1.58351e-21,-2.391077e-20,-2.391077e-20,-2.548955e-17
0.0010000001,0.178145,-0.03814505,0.5,0.49999840000000007,1.601627e-06,0.3586796,0.14132039999999998,0.2505346,0.2494654,0.1794654,0.1805346,0.004710626,-0.004710626,0.01185344,-0.01185344,2.705214e-10,-2.705214e-10,-0.004710626,-0.007142811999999999,0.004710626,-0.004710626,3.203253e-11,-3.203253e-11,-2.705212e-10,2.705214e-10,-0.01185344
0.0010000003,0.49059529999999996,-0.3505954,1.5,1.4999930000000001,6.8672230000000005e-06,1.171818,0.32818200000000003,0.7512227,0.7487773,0.6787773,0.6812227,0.01093917,-0.01093917,0.03236755,-0.03236755,1.05181e-09,-1.05181e-09,-0.01093917,-0.02142837,0.01093917,-0.01093917,1.373445e-10,-1.373445e-10,-1.05181e-09,1.0518110000000002e-09,-0.03236755
0.001000000516015473,0.9404790000000001,-0.8004792,2.580077,2.580061,1.584624e-05,2.1619479999999998,0.4181293,1.291469,1.288608,1.218608,1.2214690000000001,0.01393711,-0.01393711,0.05079491,-0.05079491,2.176289e-09,-2.176289e-09,-0.01393711,-0.03685779,0.01393711,-0.01393711,3.169247e-10,-3.169247e-10,-2.176288e-09,2.176289e-09,-0.05079491
0.0010000007121019811,1.40752,-1.26752,3.56051,3.560483,2.7167399999999997e-05,3.119254,0.4412561,1.781734,1.778776,1.7087759999999999,1.711734,0.01470763,-0.01470763,0.06557128,-0.06557128,3.34382e-09,-3.34382e-09,-0.01470763,-0.05086365,0.01470763,-0.01470763,5.433479e-10,-5.433479e-10,-3.3438190000000007e-09,3.34382e-09,-0.06557128
0.0010000009048674971,1.8829810000000002,-1.7429810000000001,4.524337,4.524297,4.080444e-05,4.076643,0.4476942,2.263662,2.260675,2.190675,2.193662,0.01492177,-0.01492177,0.07955401,-0.07955401,4.532456e-09,-4.532456e-09,-0.01492178,-0.06463223,0.01492178,-0.01492178,8.160888e-10,-8.160888e-10,-4.532456e-09,4.5324570000000006e-09,-0.07955401
0.001000001,2.119568,-1.979568,5.0,4.9999519999999995,4.836833e-05,4.551064,0.4489362,2.501496,2.498504,2.428504,2.431496,0.01496292,-0.01496292,0.08639012,-0.08639012,5.123919e-09,-5.123919e-09,-0.01496293,-0.07142719,0.01496293,-0.01496293,9.673665e-10,-9.673665e-10,-5.123919e-09,5.123919e-09,-0.08639012
0.001000001032706992,2.185108,-2.0451080000000004,5.0,4.999949,5.1097659999999994e-05,4.6163739999999995,0.38362540000000006,2.501267,2.498733,2.4287330000000003,2.4312669999999996,0.01278581,-0.01278581,0.08421292,-0.08421292,5.28774e-09,-5.28774e-09,-0.01278581,-0.07142711,0.01278581,-0.01278581,1.021953e-09,-1.021953e-09,-5.287739e-09,5.28774e-09,-0.08421292
0.001000001098120977,2.290068,-2.150068,5.0,4.999944,5.639951e-05,4.720946,0.27905359999999996,2.5008779999999997,2.4991220000000003,2.429122,2.430878,0.009299901999999999,-0.009299901999999999,0.08072686,-0.08072686,5.550041e-09,-5.550041e-09,-0.009299908,-0.07142696,0.009299908,-0.009299908,1.12799e-09,-1.12799e-09,-5.550041e-09,5.550041999999999e-09,-0.08072687
0.001000001228948947,2.4243799999999998,-2.28438,5.0,4.999934,6.654987e-05,4.8547910000000005,0.1452088,2.500411,2.499589,2.429589,2.430411,0.004838069,-0.004838069,0.07626475,-0.07626475,5.885768e-09,-5.885768e-09,-0.004838075,-0.07142667,0.004838075,-0.004838075,1.3309970000000001e-09,-1.3309970000000001e-09,-5.8857690000000005e-09,5.8857690000000005e-09,-0.07626475
0.001000001391821033,2.50944,-2.36944,5.0,4.999921,7.869377e-05,4.939596,0.06040416,2.500156,2.499844,2.4298439999999997,2.430156,0.002010843,-0.002010843,0.07343717,-0.07343717,6.098486999999999e-09,-6.098486999999999e-09,-0.002010849,-0.07142632,0.002010849,-0.002010849,1.5738750000000002e-09,-1.5738750000000002e-09,-6.098486999999999e-09,6.098486999999999e-09,-0.07343717
0.001000001591416761,2.549727,-2.409728,5.0,4.999907,9.319198e-05,4.9797720000000005,0.02022769,2.500045,2.499955,2.429955,2.4300450000000002,0.0006711438000000001,-0.0006711438000000001,0.07209706,-0.07209706,6.199263e-09,-6.199263e-09,-0.0006711499000000001,-0.07142591,0.0006711499000000001,-0.0006711499000000001,1.86384e-09,-1.86384e-09,-6.199262e-09,6.199263e-09,-0.07209706
0.001000001834957193,2.564579,-2.424579,5.0,4.999889,0.00011067620000000001,4.994587999999999,0.005412206,2.500009,2.499991,2.429991,2.430009,0.0001767114,-0.0001767114,0.07160213,-0.07160213,6.236426e-09,-6.236426e-09,-0.0001767177,-0.07142541,0.0001767177,-0.0001767177,2.2135239999999996e-09,-2.2135239999999996e-09,-6.236425e-09,6.236425e-09,-0.07160213
0.001000002192759409,2.569077,-2.429077,5.0,4.999864,0.0001362592,4.999077,0.0009234148,2.5,2.5,2.43,2.43,2.6232270000000004e-05,-2.6232270000000004e-05,0.07145091,-0.07145091,6.2476850000000004e-09,-6.2476850000000004e-09,-2.6238520000000004e-05,-0.07142468,2.6238520000000004e-05,-2.6238520000000004e-05,2.725184e-09,-2.725184e-09,-6.2476850000000004e-09,6.2476850000000004e-09,-0.07145092
0.001000002744804521,2.569834,-2.429834,5.0,4.999825,0.0001756929,4.999834,0.0001660161,2.5,2.5,2.43,2.43,-3.288102e-07,3.288102e-07,0.07142323,-0.07142323,6.249585e-09,-6.249585e-09,3.225606e-07,-0.07142355,-3.225606e-07,3.225606e-07,3.513858e-09,-3.513858e-09,-6.249585e-09,6.249585e-09,-0.07142323
0.0010000038060255369,2.569762,-2.4297619999999998,5.0,4.9997489999999996,0.00025148659999999997,4.9997620000000005,0.0002384425,2.5,2.5,2.43,2.43,-4.410521e-07,4.410521e-07,0.07142095,-0.07142095,6.249404000000001e-09,-6.249404000000001e-09,4.3480270000000006e-07,-0.07142138,-4.3480270000000006e-07,4.3480270000000006e-07,5.029733e-09,-5.029733e-09,-6.249404000000001e-09,6.249404000000001e-09,-0.07142095
0.0010000059284675689,2.569609,-2.42961,5.0,4.9995970000000005,0.0004030654,4.9996089999999995,0.0003904975,2.5,2.5,2.43,2.43,-4.251785e-07,4.251785e-07,0.07141663,-0.07141663,6.2490240000000004e-09,-6.2490240000000004e-09,4.189295e-07,-0.07141706,-4.189295e-07,4.189295e-07,8.061308e-09,-8.061308e-09,-6.2490240000000004e-09,6.2490259999999994e-09,-0.07141663
0.001000010173351633,2.569307,-2.429307,5.0,4.999294,0.0007061885,4.999307,0.0006934857000000001,2.5,2.5,2.43,2.43,-4.2967640000000004e-07,4.2967640000000004e-07,0.07140796,-0.07140796,6.248266e-09,-6.248266e-09,4.234282e-07,-0.07140839,-4.234282e-07,4.234282e-07,1.412377e-08,-1.412377e-08,-6.248265000000001e-09,6.248268e-09,-0.07140797
0.00100030705914481,2.5482549999999997,-2.408255,5.0,4.978242,0.02175759,4.978255,0.02174502,2.5,2.5,2.43,2.43,-4.2529530000000003e-07,4.2529530000000003e-07,0.07080608,-0.07080608,6.195638000000001e-09,-6.195638000000001e-09,4.1909959999999997e-07,-0.07080692,-4.1909959999999997e-07,4.1909959999999997e-07,4.3515190000000004e-07,-4.3515190000000004e-07,-6.195636e-09,6.195638000000001e-09,-0.0708065
0.001000603944937986,2.527382,-2.387382,5.0,4.95737,0.04263004,4.957382,0.04261758,2.5,2.5,2.43,2.43,-4.21143e-07,4.21143e-07,0.07020931,-0.07020931,6.1434560000000006e-09,-6.1434560000000006e-09,4.149995e-07,-0.07021057,-4.149995e-07,4.149995e-07,8.526008e-07,-8.526008e-07,-6.143455e-09,6.1434560000000006e-09,-0.07021015
0.001000900830731163,2.506688,-2.366689,5.0,4.936676,0.06332352,4.936687999999999,0.06331118,2.5,2.5,2.43,2.43,-4.1721959999999995e-07,4.1721959999999995e-07,0.06961766,-0.06961766,6.091721999999999e-09,-6.091721999999999e-09,4.1112790000000006e-07,-0.06961933,-4.1112790000000006e-07,4.1112790000000006e-07,1.26647e-06,-1.26647e-06,-6.091721e-09,6.091721e-09,-0.06961891
0.001001197716524339,2.486174,-2.346174,5.0,4.916162,0.08383804,4.916174,0.08382581,2.5,2.5,2.43,2.43,-4.135252e-07,4.135252e-07,0.06903112,-0.06903112,6.040436e-09,-6.040436e-09,4.0748470000000005e-07,-0.0690332,-4.0748470000000005e-07,4.0748470000000005e-07,1.676761e-06,-1.676761e-06,-6.040434e-09,6.040434e-09,-0.06903279
0.001001494602317516,2.465838,-2.3258389999999998,5.0,4.8958260000000005,0.1041736,4.8958379999999995,0.1041615,2.5,2.5,2.43,2.43,-4.100597e-07,4.100597e-07,0.0684497,-0.0684497,5.989597e-09,-5.989597e-09,4.0407e-07,-0.06845218,-4.0407e-07,4.0407e-07,2.0834719999999997e-06,-2.0834719999999997e-06,-5.989595e-09,5.989595e-09,-0.06845177
0.001001791488110692,2.445681,-2.305682,5.0,4.8756699999999995,0.12433019999999999,4.875681,0.1243182,2.5,2.5,2.43,2.43,-4.0682299999999996e-07,4.0682299999999996e-07,0.06787339,-0.06787339,5.9392049999999994e-09,-5.9392049999999994e-09,4.008838e-07,-0.06787628,-4.008838e-07,4.008838e-07,2.486604e-06,-2.486604e-06,-5.939204e-09,5.9392030000000005e-09,-0.06787588
0.001002088373903869,2.425704,-2.285704,5.0,4.8556919999999995,0.14430779999999999,4.855704,0.14429589999999998,2.5,2.5,2.43,2.43,-4.0381529999999997e-07,4.0381529999999997e-07,0.0673022,-0.0673022,5.889260999999999e-09,-5.889260999999999e-09,3.97926e-07,-0.06730549,-3.97926e-07,3.97926e-07,2.8861559999999996e-06,-2.8861559999999996e-06,-5.889260999999999e-09,5.889260000000001e-09,-0.0673051
0.0010030883739038689,2.35935,-2.21935,5.0,4.789339,0.21066149999999997,4.78935,0.2106498,2.5,2.5,2.43,2.43,-3.924324e-07,3.924324e-07,0.06540507,-0.06540507,5.723376e-09,-5.723376e-09,3.86709e-07,-0.06540968,-3.867091e-07,3.86709e-07,4.213229e-06,-4.213229e-06,-5.723376e-09,5.723375000000001e-09,-0.06540929
0.001004088373903869,2.294866,-2.154867,5.0,4.724855000000001,0.2751447,4.7248660000000005,0.27513340000000003,2.5,2.5,2.43,2.43,-3.8137050000000005e-07,3.8137050000000005e-07,0.06356142,-0.06356142,5.562166999999999e-09,-5.562166999999999e-09,3.758083e-07,-0.0635673,-3.758083e-07,3.758083e-07,5.502894e-06,-5.502894e-06,-5.562168000000001e-09,5.5621660000000004e-09,-0.06356692
0.001005088373903869,2.232201,-2.0922009999999998,5.0,4.66219,0.3378103,4.6622010000000005,0.33779929999999997,2.5,2.5,2.43,2.43,-3.706203e-07,3.706203e-07,0.06176973,-0.06176973,5.405502e-09,-5.405502e-09,3.6521479999999997e-07,-0.06177685,-3.6521479999999997e-07,3.6521479999999997e-07,6.756205e-06,-6.756205e-06,-5.405504e-09,5.405503e-09,-0.06177649
0.001007088373903869,2.112118,-1.972118,5.0,4.542108,0.45789189999999996,4.5421190000000005,0.4578816,2.5,2.5,2.43,2.43,-3.5002040000000003e-07,3.5002040000000003e-07,0.05833644,-0.05833644,5.105295999999999e-09,-5.105295999999999e-09,3.449152e-07,-0.05834594,-3.449152e-07,3.449152e-07,9.157839e-06,-9.157839e-06,-5.105295e-09,5.105297000000001e-09,-0.0583456
0.001009088373903868,1.9987110000000001,-1.858711,5.0,4.428701,0.5712991,4.428711,0.5712894000000001,2.5,2.5,2.43,2.43,-3.3056559999999995e-07,3.3056559999999995e-07,0.05509399,-0.05509399,4.821777e-09,-4.821777e-09,3.2574379999999997e-07,-0.05510574,-3.2574379999999997e-07,3.2574379999999997e-07,1.1425979999999999e-05,-1.1425979999999999e-05,-4.8217780000000005e-09,4.821779000000001e-09,-0.05510541
0.001012088373903868,1.840307,-1.7003080000000002,5.0,4.270298,0.7297014000000001,4.270308,0.7296925,2.5,2.5,2.43,2.43,-3.0339190000000003e-07,3.0339190000000003e-07,0.05056506,-0.05056506,4.425769e-09,-4.425769e-09,2.989662e-07,-0.05057996,-2.989662e-07,2.989662e-07,1.4594029999999998e-05,-1.4594029999999998e-05,-4.425768e-09,4.4257700000000005e-09,-0.05057966
0.0010150883739038679,1.694926,-1.554926,5.0,4.124918,0.8750825000000001,4.124926,0.8750742,2.5,2.5,2.43,2.43,-2.7845199999999996e-07,2.7845199999999996e-07,0.04640844,-0.04640844,4.062314e-09,-4.062314e-09,2.7438970000000003e-07,-0.04642621,-2.7438970000000003e-07,2.7438970000000003e-07,1.750165e-05,-1.750165e-05,-4.0623150000000006e-09,4.0623150000000006e-09,-0.04642594
0.001018088373903868,1.561495,-1.4214950000000002,5.0,3.9914870000000002,1.008513,3.9914949999999996,1.008505,2.5,2.5,2.43,2.43,-2.5556229999999997e-07,2.5556229999999997e-07,0.0425935,-0.0425935,3.728737e-09,-3.728737e-09,2.518336e-07,-0.04261392,-2.518336e-07,2.518336e-07,2.0170250000000002e-05,-2.0170250000000002e-05,-3.728738e-09,3.728738e-09,-0.04261367
0.001021231231046725,1.435527,-1.295527,5.0,3.8655199999999996,1.13448,3.8655269999999997,1.134473,2.5,2.5,2.43,2.43,-2.3395289999999999e-07,2.3395289999999999e-07,0.03899195,-0.03899195,3.4138179999999995e-09,-3.4138179999999995e-09,2.3053910000000002e-07,-0.03901487,-2.3053910000000002e-07,2.3053910000000002e-07,2.268959e-05,-2.268959e-05,-3.41382e-09,3.413819e-09,-0.03901464
0.001024374088189581,1.318427,-1.1784270000000001,5.0,3.74842,1.25158,3.7484269999999995,1.251573,2.5,2.5,2.43,2.43,-2.138646e-07,2.138646e-07,0.03564391,-0.03564391,3.121067e-09,-3.121067e-09,2.1074349999999998e-07,-0.03566915,-2.1074349999999998e-07,2.1074349999999998e-07,2.5031590000000002e-05,-2.5031590000000002e-05,-3.1210679999999996e-09,3.121067e-09,-0.03566894
0.001027516945332438,1.210193,-1.070193,5.0,3.640187,1.359813,3.640193,1.359807,2.5,2.5,2.43,2.43,-1.952974e-07,1.952974e-07,0.03254939,-0.03254939,2.8504829999999996e-09,-2.8504829999999996e-09,1.9244689999999998e-07,-0.03257678,-1.9244689999999998e-07,1.9244689999999998e-07,2.719625e-05,-2.719625e-05,-2.8504840000000003e-09,2.8504840000000003e-09,-0.03257659
0.001030659802475295,1.110827,-0.9708266,5.0,3.5408209999999998,1.459179,3.5408269999999997,1.459173,2.5,2.5,2.43,2.43,-1.7825129999999998e-07,1.7825129999999998e-07,0.02970839,-0.02970839,2.602067e-09,-2.602067e-09,1.756492e-07,-0.02973775,-1.756492e-07,1.756492e-07,2.918357e-05,-2.918357e-05,-2.6020679999999997e-09,2.602067e-09,-0.02973758
0.0010338026596181519,1.020327,-0.8803271,5.0,3.4503220000000003,1.549678,3.4503269999999997,1.5496729999999999,2.5,2.5,2.43,2.43,-1.627263e-07,1.627263e-07,0.02712091,-0.02712091,2.375818e-09,-2.375818e-09,1.603505e-07,-0.02715206,-1.603505e-07,1.603505e-07,3.099356e-05,-3.099356e-05,-2.375818e-09,2.375818e-09,-0.02715191
0.001036945516761009,0.9386943999999999,-0.7986946,5.0,3.36869,1.63131,3.368694,1.631306,2.5,2.5,2.43,2.43,-1.487224e-07,1.487224e-07,0.02478694,-0.02478694,2.1717359999999997e-09,-2.1717359999999997e-09,1.4655070000000002e-07,-0.02481972,-1.4655070000000002e-07,1.4655070000000002e-07,3.2626199999999996e-05,-3.2626199999999996e-05,-2.1717359999999997e-09,2.1717359999999997e-09,-0.02481957
0.001040088373903866,0.8659289000000001,-0.725929,5.0,3.295925,1.704075,3.295929,1.704071,2.5,2.5,2.43,2.43,-1.362397e-07,1.362397e-07,0.0227065,-0.0227065,1.9898229999999998e-09,-1.9898229999999998e-09,1.3424989999999998e-07,-0.02274071,-1.3424989999999998e-07,1.3424989999999998e-07,3.40815e-05,-3.40815e-05,-1.9898210000000004e-09,1.989822e-09,-0.02274058
0.0010432312310467231,0.7987759,-0.658776,5.0,3.228772,1.7712279999999998,3.228776,1.7712240000000001,2.5,2.5,2.43,2.43,-1.247197e-07,1.247197e-07,0.02078652,-0.02078652,1.82194e-09,-1.82194e-09,1.228978e-07,-0.02082207,-1.228978e-07,1.228978e-07,3.542456e-05,-3.542456e-05,-1.82194e-09,1.821939e-09,-0.02082194
0.001046374088189579,0.7363499,-0.59635,5.0,3.166347,1.833653,3.16635,1.83365,2.5,2.5,2.43,2.43,-1.1401069999999998e-07,1.1401069999999998e-07,0.01900169,-0.01900169,1.6658749999999999e-09,-1.6658749999999999e-09,1.123448e-07,-0.01903847,-1.123448e-07,1.123448e-07,3.6673070000000004e-05,-3.6673070000000004e-05,-1.665876e-09,1.665874e-09,-0.01903836
0.001049516945332436,0.6786508000000001,-0.5386509,5.0,3.108648,1.8913520000000001,3.108651,1.8913490000000002,2.5,2.5,2.43,2.43,-1.041126e-07,1.041126e-07,0.01735201,-0.01735201,1.5216270000000001e-09,-1.5216270000000001e-09,1.0259089999999999e-07,-0.01738994,-1.0259089999999999e-07,1.0259089999999999e-07,3.7827040000000005e-05,-3.7827040000000005e-05,-1.5216279999999998e-09,1.521626e-09,-0.01738983
0.0010526598024752929,0.6256786999999999,-0.4856789000000001,5.0,3.055676,1.9443240000000002,3.055679,1.944321,2.5,2.5,2.43,2.43,-9.502535e-08,9.502534e-08,0.01583748,-0.01583748,1.389197e-09,-1.389197e-09,9.363614e-08,-0.01587646,-9.363614e-08,9.363614e-08,3.888648e-05,-3.888648e-05,-1.389198e-09,1.389196e-09,-0.01587636
0.00105580265961815,0.5774335999999999,-0.4374338,5.0,3.007431,1.9925689999999998,3.007434,1.992566,2.5,2.5,2.43,2.43,-8.674902000000001e-08,8.674901e-08,0.0144581,-0.0144581,1.2685839999999998e-09,-1.2685839999999998e-09,8.548042999999999e-08,-0.01449803,-8.548042999999999e-08,8.548042999999999e-08,3.985138e-05,-3.985138e-05,-1.2685850000000001e-09,1.2685839999999998e-09,-0.01449795
0.001058945516761007,0.5339155,-0.3939156,5.0,2.9639130000000002,2.0360869999999998,2.9639159999999998,2.0360840000000002,2.5,2.5,2.43,2.43,-7.928358999999999e-08,7.928358999999999e-08,0.01321386,-0.01321386,1.1597889999999999e-09,-1.1597889999999999e-09,7.812378999999998e-08,-0.01325466,-7.81238e-08,7.81238e-08,4.072174e-05,-4.072174e-05,-1.1597889999999999e-09,1.1597889999999999e-09,-0.01325458
0.0010620883739038641,0.49512429999999996,-0.3551245,5.0,2.925122,2.074878,2.9251240000000003,2.0748759999999997,2.5,2.5,2.43,2.43,-7.262906e-08,7.262906e-08,0.01210478,-0.01210478,1.062811e-09,-1.062811e-09,7.156625e-08,-0.01214635,-7.156626e-08,7.156626e-08,4.1497550000000004e-05,-4.1497550000000004e-05,-1.06281e-09,1.062812e-09,-0.01214628
0.001065231231046721,0.45932520000000004,-0.31932540000000004,5.0,2.889323,2.110677,2.889325,2.110675,2.5,2.5,2.43,2.43,-6.648780999999999e-08,6.648780999999999e-08,0.01108124,-0.01108124,9.733133e-10,-9.733133e-10,6.551449e-08,-0.01112352,-6.55145e-08,6.55145e-08,4.221353e-05,-4.221353e-05,-9.733131e-10,9.733141e-10,-0.01112346
0.001068374088189578,0.4260460999999999,-0.2860462,5.0,2.856044,2.143956,2.856046,2.143954,2.5,2.5,2.43,2.43,-6.077885e-08,6.077885e-08,0.01012976,-0.01012976,8.901153e-10,-8.901154e-10,5.988873e-08,-0.01017269,-5.988873e-08,5.988873e-08,4.287911e-05,-4.287911e-05,-8.901156e-10,8.901161e-10,-0.01017264
0.001071516945332435,0.3952869,-0.255287,5.0,2.825285,2.174715,2.825287,2.174713,2.5,2.5,2.43,2.43,-5.550217e-08,5.550217e-08,0.009250316,-0.009250316,8.132172e-10,-8.132172e-10,5.468896e-08,-0.009293864,-5.468896e-08,5.468896e-08,4.34943e-05,-4.34943e-05,-8.132179e-10,8.132179e-10,-0.009293809
0.0010746598024752919,0.3670476,-0.22704770000000002,5.0,2.797046,2.202954,2.7970479999999998,2.2029520000000002,2.5,2.5,2.43,2.43,-5.065779e-08,5.065779e-08,0.008442923,-0.008442923,7.42619e-10,-7.42619e-10,4.991517e-08,-0.008487030999999999,-4.991517e-08,4.991517e-08,4.405907999999999e-05,-4.405907999999999e-05,-7.426199e-10,7.426196e-10,-0.008486981
0.001077802659618148,0.3413282,-0.2013284,5.0,2.771327,2.228673,2.771328,2.228672,2.5,2.5,2.43,2.43,-4.624569999999999e-08,4.624569999999999e-08,0.0077075780000000005,-0.0077075780000000005,6.783206e-10,-6.783206e-10,4.556738e-08,-0.007752195999999999,-4.556738e-08,4.556738e-08,4.457345999999999e-05,-4.457345999999999e-05,-6.783216e-10,6.783211e-10,-0.007752151
0.0010809455167610051,0.3181288,-0.178129,5.0,2.748128,2.251872,2.748129,2.251871,2.5,2.5,2.43,2.43,-4.22659e-08,4.22659e-08,0.0070442809999999995,-0.0070442809999999995,6.203221e-10,-6.203221e-10,4.1645580000000006e-08,-0.007089359,-4.1645580000000006e-08,4.1645580000000006e-08,4.503745e-05,-4.503745e-05,-6.203231e-10,6.203225e-10,-0.007089318000000001
0.0010840883739038618,0.29744940000000003,-0.1574495,5.0,2.727448,2.272552,2.727449,2.272551,2.5,2.5,2.43,2.43,-3.871839e-08,3.871839e-08,0.006453031999999999,-0.006453031999999999,5.686234e-10,-5.686235e-10,3.8149760000000004e-08,-0.006498521,-3.8149760000000004e-08,3.8149760000000004e-08,4.5451040000000005e-05,-4.5451040000000005e-05,-5.686243e-10,5.686238e-10,-0.006498483
0.001087231231046719,0.2783649,-0.13836500000000002,5.0,2.708364,2.291636,2.708365,2.291635,2.5,2.5,2.43,2.43,-3.54445e-08,3.54445e-08,0.005907386999999999,-0.005907386999999999,5.209123e-10,-5.209124e-10,3.492359e-08,-0.005953254,-3.492359e-08,3.492359e-08,4.583272e-05,-4.583272e-05,-5.209126e-10,5.20912e-10,-0.005953219
0.001090374088189576,0.26062379999999996,-0.1206239,5.0,2.690623,2.309377,2.690624,2.309376,2.5,2.5,2.43,2.43,-3.240106e-08,3.240106e-08,0.00540015,-0.00540015,4.765597e-10,-4.765597e-10,3.19245e-08,-0.005446369,-3.19245e-08,3.19245e-08,4.618754e-05,-4.618754e-05,-4.765596e-10,4.765588e-10,-0.005446337
0.001093516945332433,0.2442261,-0.10422619999999999,5.0,2.674225,2.325775,2.674226,2.325774,2.5,2.5,2.43,2.43,-2.9588080000000002e-08,2.9588080000000002e-08,0.004931322,-0.004931322,4.355655e-10,-4.355655e-10,2.9152520000000002e-08,-0.004977866,-2.9152520000000002e-08,2.9152520000000002e-08,4.651549e-05,-4.651549e-05,-4.355652e-10,4.355644e-10,-0.004977837
0.00109665980247529,0.22917179999999998,-0.08917193,5.0,2.6591709999999997,2.3408290000000003,2.6591720000000003,2.3408279999999997,2.5,2.5,2.43,2.43,-2.700555e-08,2.700555e-08,0.004500903,-0.004500903,3.979297e-10,-3.979298e-10,2.660762e-08,-0.004547746,-2.660762e-08,2.660762e-08,4.6816579999999993e-05,-4.6816579999999993e-05,-3.979295e-10,3.979288e-10,-0.004547719
0.001099802659618147,0.21546089999999998,-0.07546103,5.0,2.64546,2.35454,2.645461,2.354539,2.5,2.5,2.43,2.43,-2.465348e-08,2.465348e-08,0.004108892,-0.004108892,3.636524e-10,-3.636524e-10,2.428982e-08,-0.004156007,-2.428982e-08,2.428982e-08,4.7090790000000006e-05,-4.7090790000000006e-05,-3.636524e-10,3.636518e-10,-0.004155983
0.0011029455167610028,0.2030934,-0.06309353,5.0,2.633093,2.366907,2.633093,2.366907,2.5,2.5,2.43,2.43,-2.2531849999999998e-08,2.2531849999999998e-08,0.00375529,-0.00375529,3.327335e-10,-3.327335e-10,2.2199119999999998e-08,-0.00380265,-2.2199119999999998e-08,2.2199119999999998e-08,4.733814e-05,-4.733814e-05,-3.327339e-10,3.327336e-10,-0.0038026279999999997
0.00110608837390386,0.1920693,-0.05206943,5.0,2.6220689999999998,2.3779310000000002,2.6220689999999998,2.3779310000000002,2.5,2.5,2.43,2.43,-2.064069e-08,2.064069e-08,0.0034400959999999997,-0.0034400959999999997,3.051731e-10,-3.051731e-10,2.0335509999999997e-08,-0.003487675,-2.0335509999999997e-08,2.0335509999999997e-08,4.7558630000000004e-05,-4.7558630000000004e-05,-3.051741e-10,3.051741e-10,-0.003487655
